id,client_id,views,title,short_description,url,image
111,14997,"4818 views","Centralized Covid Vaccination Records System in PHP Free Source Code","Introduction This is a Centralize Covid Vaccination Record System in PHP and MySQL Database. This is a simple web application that is a kind of records and tracking management system. The application stores the covid vaccination details or records of each individual. This can help to easily retrieve the individuals' covid vaccination records. It generates printable details and records of each",https://www.sourcecodester.com//php/14997/centralized-covid-vaccination-records-system-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/individual_details_records.png?itok=9gh8C62w
112,14996,"5396 views","Messaging Web Application in PHP/OOP Free Source Code","Introduction This is a Messaging Web Application in PHP and MySQL Database. This project is a web-based messaging or chat platform where users can communicate with each other online. This project has multiple features that automatically load messages or chat updates. With the help of JavaScript, Ajax, and jQuery, users can have a better experience while using the application. The purpose of this",https://www.sourcecodester.com//php/14996/messaging-web-application-phpoop-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/convo_0.png?itok=pmWp35ox
113,14990,"4678 views","Simple Barangay Management System in PHP and SQLite Free Source Code","This is a Simple PHP Project entitled Simple Barangay Management System. This simple web application provides an automated platform for the barangays offices to store, manage, and retrieve their records. The application can help them to ease the flow of their day-to-day work. This can also lessen their bulk hard copies of records which are really hard to find a record for any cases. It has a",https://www.sourcecodester.com//php/14990/simple-barangay-management-system-php-and-sqlite-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/home_page_0.png?itok=i_tAf8sh
114,14989,"3736 views","Online Motorcycle (Bike) Rental System in PHP/OOP with Source Code","Introduction This is an Online Motorcycle (Bike) Rental System in PHP and MySQL Database. This project is a simple booking system for Motorcycle (Bike) rentals. This provides an online platform for rental companies or businesses clients or possible clients to browse, explore, and book to rent their bikes. This has a pleasant user interface with the help of Bootstrap and AdminLTE. It has also user",https://www.sourcecodester.com//php/14989/online-motorcycle-bike-rental-system-phpoop-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/online_bike_rental_admin.png?itok=yINzDvBY
115,13115,"3779 views","Engineers Online Portal in PHP with Free Source Code","This Engineers’ online portal has the capability of exchanging messages with each other. It can upload a file and at the same time can also download a file. In this system, you will be able to know if an engineer is online or offline at that time and can receive notifications. It contains Entities such as the admin to manage the system, Engineers who can create an account and view their profile and office. To know more about the system check out the following features below.",https://www.sourcecodester.com//php/13115/engineers-online-portal-php.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/janobe/ps_portal.png?itok=iVNEwbtx
116,14981,"5020 views","Online Employees Work From Home Attendance System in PHP and SQLite Free Source Code","Introduction This is a PHP Project entitled Online Employees Work From Home Attendance System. This simple application uses an SQLite Database as the storage that provides certain company's employees an online platform to log their attendance. This simple project can be useful especially this mid of pandemic where some companies let their employees work from their respected homes. The project has",https://www.sourcecodester.com//php/14981/online-employees-work-home-attendance-system-php-and-sqlite-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/log_details.png?itok=Q7a-czDY
117,14976,"2994 views","Simple Online College Entrance Exam System in PHP and SQLite Free Source Code","Introduction This is a PHP Project entitled Simple Online College Entrance Exam System. This simple application uses an SQLite Database as the storage. This project can help a certain college or university to provide their enrollees an online platform to take their entrance exam and other required tests for the course they wanted to enroll. The project's functionalities are simple but useful and",https://www.sourcecodester.com//php/14976/simple-online-college-entrance-exam-system-php-and-sqlite-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/exam_set_view.png?itok=IrxWC8SW
118,13577,"4442 views","Tic Tac Toe Game Using PHP Free Source Code","This is a Tic Tac Toe Game that I developed using PHP Language. The game project can be played by 2 players. The source code will help you to learn and understand how to create a simple game like this using the PHP Language. It has a simple user interface and is user-friendly. About the Tic Tac Toe Game in PHP The project source code uses the PHP $_SESSION to store the game data temporarily",https://www.sourcecodester.com//php/13577/tic-tac-toe-using-php.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/tic-tac-toe.png?itok=ogae7j0Y
119,14974,"2871 views","Simple Payroll System with Dynamic Tax Bracket in PHP using SQLite Free Source Code","Introduction This is a PHP Project entitled Simple Payroll System with Dynamic Tax Bracket. This simple application manages the company's employees' payroll. The system has a dynamic withholding tax bracket that can be managed by the admin user and this data are being fetched when calculating the employee's payslip/paycheck. The source code can help new programmers to understand how to develop a",https://www.sourcecodester.com//php/14974/simple-payroll-system-dynamic-tax-bracket-php-using-sqlite-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/payslip.png?itok=xOmnRZ9-
120,14973,"1328 views","Local Offices Contact Directory Site using PHP and SQLite Free Source Code","Introduction This is a PHP Project entitled Local Offices Contact Directories Site. This is a simple PHP and SQLite mini-project that serves as an online contact directory of offices for a state or city. The main goal of this web application is to provide information to the public about the local offices including their contact details. The application has only a minimum scope but enough to learn",https://www.sourcecodester.com//php/14973/local-offices-contact-directory-site-using-php-and-sqlite-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/public_home_page_0.png?itok=-2tTCxwu
121,14972,"10134 views","Vehicle Service Management System in PHP Free Source Code","Introduction This is a PHP Project entitled Vehicle Service Management System. This project is a simple web application for a vehicle repair/service shop or business. This application provides an online platform for the said shop's clients or possible clients to submit their service requests. This project can help to lessen the time consumed by both ends (Management and Clients) in terms of",https://www.sourcecodester.com//php/14972/vehicle-service-management-system-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/public_page_0.png?itok=XyghHIH_
122,14967,"2521 views","Electric Billing Management System in PHP and SQLite Free Source Code","Introduction This is a PHP Project entitled Electric Billing Management System. This project is a simple web application that manages the electric provider company's client's bills. This application help to ease to record, manage, and retrieve the said industry's clients' billing data. This also provides their clients an online platform where they can track their billing history. It has a simple",https://www.sourcecodester.com//php/14967/electric-billing-management-system-php-and-sqlite-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/public_billing_history.png?itok=cX5kKBBI
123,14964,"2304 views","Try My Recipe (Recipe Sharing Website - CMS) in PHP and SQLite Free Source Code","Introduction This is a PHP Project entitled Try My Recipe. It is a Recipe Sharing Website that is a kind of simple CMS or Content Management System. This project is a web-based application that provides an online platform where any users who like to cook can explore others' recipes and post/share their own recipes. The project has simple features and functionalities which allow the users to use",https://www.sourcecodester.com//php/14964/try-my-recipe-recipe-sharing-website-cms-php-and-sqlite-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/view_recipe_content.png?itok=xXVO8zRf
124,14962,"4891 views","Pet Shop Management System Using PHP/PDO OOP Full Source code","Pet Shop Management System The capstone project entitled “Pet Shop Management System” is a system that allows pet shops to electronically manage their daily transactions. The system will automate the keeping of pet records, inventory, billing, services and products, and other transactions of the shop. This article will provide you with an idea on what are the forms to be included in a Pet Shop",https://www.sourcecodester.com//php/14962/petshop-management-system-using-phppdo-oop-full-source-code-complete.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/nelzkie15/a.png?itok=j4tCWi7X
125,14959,"3289 views","Company&#039;s Recruitment Management System in PHP and SQLite Free Source Code","Introduction This is a PHP Project entitled Company's Recruitment Management System. This project is a web-based application that is a sort of job portal website for a certain company. This system provides the company's possible employees an online platform to explore the careers/employment vacancies of the company. It has a pleasant user interface and user-friendly functionalities I developed",https://www.sourcecodester.com//php/14959/companys-recruitment-management-system-php-and-sqlite-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/public_3.png?itok=YYaoyWij
126,14957,"5787 views","Pharmacy Point of Sale System using PHP and SQLite Free Source Code","Introduction This is a PHP Project entitled Pharmacy's Point of Sale System. This project is a web-based application that helps a certain pharmacy to manage its sales transaction. The project will help the said business to process their day-to-day transactions with their customers. This will also help them to monitor the accurate available stock of the drugs they are selling. I developed this",https://www.sourcecodester.com//php/14957/pharmacy-point-sale-system-using-php-and-sqlite-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/printable_receipt.png?itok=KTfyKLaD
127,14953,"2386 views","Student Quarterly Grading System using PHP and SQLite Database Free Source Code","Introduction This is a PHP Project entitled Student Quarterly Grading System. It is a web-based application that provides faculties or teachers of a certain school an automated platform to store and compute their students' quarterly grades. The system is able to store the grades/marks per assessment every quarter. This project will help teachers to lessen the burden of calculating their students'",https://www.sourcecodester.com//php/14953/student-quarterly-grading-system-using-php-and-sqlite-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/report_4.png?itok=B-WiysLJ
128,12684,"2324 views","Young Entrepreneur E-Negosyo System in PHP Free Source Code","The Young Entrepreneur E-Negosyo System is a kind of online ordering system with SMS notifications. It is a convenient way for customers to purchase their favorite pastries, cakes, and bread online without going to the store. With just one click they can simply place their order and then an SMS notification is used in this system to notify the customers of the status of their order. This system is",https://www.sourcecodester.com//php/12684/young-entrepreneur-e-negosyo-system.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/janobe/2018-09-23.png?itok=of2Rx4_Q
129,14951,"7913 views","Online Food Ordering System in PHP and SQLite Database Free Source Code","Introduction This is a PHP Project entitled Online Food Ordering System. It is a web-based application that provides restaurant or fast foods businesses clients or possible clients an online platform to explore and order the menu they desire. The project is straight to the point and best to start with developing Online Food Ordering System to meet your client's requirements. The project has a",https://www.sourcecodester.com//php/14951/online-food-ordering-system-php-and-sqlite-database-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/public_product_modal.png?itok=IuX8-7P7
130,14949,"3767 views","Church Management System (CMS-Website) using PHP with Source Code","Introduction This is a PHP Project entitled Church Management System. It is a web-based application that manages the website of a certain Church. The system is a sort of CMS-project or Content Management System specifically for Churches. All of the data that can be seen on the website public side is dynamically configured on the Admin Side. It has a pleasant user interface and user-friendly",https://www.sourcecodester.com//php/14949/church-management-system-cms-website-using-php-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/public_1.png?itok=geDU9x78
131,14948,"4805 views","Simple Attendance System in PHP and SQLite Free Source Code","This is a Simple Attendance System in PHP. This simple project is a web-based application that records the attendance of employees of a certain company. This mini-project has an Admin Panel where the system admin or staff can manage the relevant data in the system. I am sharing this source code to help other new programmers especially those students to have a project source code to start with to",https://www.sourcecodester.com//php/14948/simple-attendance-system-php-and-sqlite-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/attendance_0.png?itok=8ZmLluXZ
132,10584,"3679 views","South Gate Inn Online Reservation System in PHP Free Source Code","South Gate Inn Online Reservation System is built to bring ease and efficiency to both customers and hotel owners. It’s a huge advantage to have hotel reservation software because this can save tons of time, provide the best service for the customers and boost your competitive edge over other hotels with a reservation system. Having this system, customers can make a reservation in less than 2",https://www.sourcecodester.com//php/10584/south-gate-inn-online-reservation-system.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/janobe/southgateinnps.asd_.sad__1.png?itok=_NeEHY_F
133,11072,"4152 views","Simple Membership System using PHP and AJAX Free Source Code","This is a Simple Membership System that was developed using PHP, MySQLi, and Javascript. The system uses an AJAX function to ensure the data is being processed properly. This is a user-friendly kind of system you are free to modify the source code. About the System This PHP Project is able to store and manage the list of members. Aside from the member list, the system users can also create a club",https://www.sourcecodester.com//php/11072/simple-membership-system.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/razormist/a.png?itok=6cpPofUZ
134,14945,"3265 views","Simple Cashiering System (POS) in PHP and SQLite Source Code Free Download","Introduction This is a Simple Cashiering System in PHP. This simple project is a web-based application that can help businesses to manage their day-to-day transactions. This can help to ease the work of the management or cashier of the business to do transactions with their clients. It also helps to store the transaction details and retrieve the transaction records without hassle. About the Simple",https://www.sourcecodester.com//php/14945/simple-cashiering-system-pos-php-and-sqlite-source-code-free-download.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/pos_0.png?itok=FvzVGVXD
135,14938,"2712 views","Simple Issue Tracker System Project using PHP and SQLite Source Code Free Download","Introduction This is a Simple Issue Tracker System in PHP. It is a mini-project that manages the issues for some processes, forms, products, or anything that needs to be fixed with another department of the company. It is a sort of issue ticketing system that provides an automated platform for the company's employees to raise the problem or issue they encounter for a certain process/turn over a",https://www.sourcecodester.com//php/14938/simple-issue-tracker-system-project-using-php-and-sqlite-free-download.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/view_issue.png?itok=5e9SEczn
136,14935,"10663 views","Purchase Order Management System using PHP Free Source Code","Introduction This is a Purchase Order Management System in PHP. This is a simple web application that manages a certain company's Purchase Order Records. This project can help to store and retrieve the Purchase Order records of the company easily. This mini-project can be used also in developing an Inventory Management System. It has a pleasant user interface and user-friendly functionalities",https://www.sourcecodester.com//php/14935/purchase-order-management-system-using-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/view_po.png?itok=sUwnE_Kg
137,14932,"2718 views","Storage Unit Rental Management System using PHP Free Source Code","Introduction This is a Storage Unit Rental Management System in PHP. This is a simple project that can help manage the storage unit rentals businesses record and monitor their records. The system is a web-based application that contains several functionalities that are relevant for the said business. It has a pleasant user interface and user-friendly functionalities. The source code could be a",https://www.sourcecodester.com//php/14932/storage-unit-rental-management-system-using-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/admin_panel_3.png?itok=aZ1CdnG_
138,14929,"3962 views","Online Learning System V2 using PHP Free Source Code","Introduction This is an Online Learning System Project in PHP. This project is version 2 of the Simple eLearning System that I created and posted here months ago. The changes of this version focus on lesson modules for both Faculty and Student users. The updates include some user interface changes mostly the colors. Here's the link for Version 1 https://www.sourcecodester.com/php/14787/elearning",https://www.sourcecodester.com//php/14929/online-learning-system-v2-using-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/lesson.png?itok=wCKBDv77
139,14928,"7881 views","Patient Appointment Scheduler System using PHP FREE Source Code","Introduction This is a Patient Appointment Scheduler System Project in PHP. This is a web-based application that provides an online platform for clinic patients or possible patients to schedule their appointment with the doctor. The project is simple but useful. It has a pleasant user interface and user-friendly functionalities. This system has 2 sides user sides which are the Admin Panel/Side and",https://www.sourcecodester.com//php/14928/patient-appointment-scheduler-system-using-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/admin_dashboard_2.png?itok=RBd7AKX8
140,14924,"11378 views","Online Mobile Store Management System using PHP Free Source Code","This is an Online Mobile Store Management System Project in PHP. This project is a sort of eCommerce website or an online shop/store. The application gives an online platform for the mobile store's clients or possible clients to explore, browse, and order their desired product. The project has an online payment feature using PayPal API. This system has lots of features and functionalities which",https://www.sourcecodester.com//php/14924/online-mobile-store-management-system-using-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/online-store.png?itok=IgFBxQia
141,14923,"3283 views","Ship/Ferry Ticket Reservation System using PHP Free Source Code","Introduction This is a PHP Project entitled Ship/Ferry Ticket Reservation System. This project is a web-based application that helps a certain ship/ferry port company to manage the ticket reservations of their clients. This will help them to easily encode, record, and retrieve the reservations records. It has a pleasant user interface and is easy to use. The project has printable ticket generation",https://www.sourcecodester.com//php/14923/shipferry-ticket-reservation-system-using-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/schedule_form_0.png?itok=2-AzF1tq
142,14917,"7325 views","Online ID Generator System using PHP Free Source Code","Introduction This is a PHP Project entitled Online ID Generator System. This project is a web-based application that has the ability to create Identification Card Templates Dynamically and Generates ID Cards using the created templates. The system user can design the ID Card using the given options such as image file upload and text fields.He/She can also manage the positions of each text field",https://www.sourcecodester.com//php/14917/online-id-generator-system-using-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/template_editor.png?itok=KqahsMNw
143,14910,"9146 views","Online Leave Management System in PHP Free Source Code","I have created a PHP Project entitled Online Employee Leave Management System. This PHP Project provides the company's management and employees an online platform to manage the leave applications. The application is mobile-responsive which is helpful nowadays because most of the employees owning a personal mobile smartphone. Using this system, the employees can easily apply for leave even they are",https://www.sourcecodester.com//php/14910/online-leave-management-system-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/admin_employee_record.png?itok=MZYvk055
144,12914,"5118 views","Online Enrollment Management System in PHP and PayPal Free Source Code","With so many steps in the enrollment process this Online Enrollment management system is simply the best to minimize the stressful time for everyone involved. With this automated system, the school staff members can save significant amounts of time and money. This contains two sides which are the Public side and the Admin Side. This is so very easy to use that students or parents can easily and quickly complete the forms provided even on their mobile phones. There’s no need for them to go to the school to enroll now, it’s very convenient for the parents or students to enroll online. In here, A PayPal is used as a mode of payment so the students can pay the fees in seconds.",https://www.sourcecodester.com//php/12914/online-enrollment-management-system-paypal-payments-phpmysqli.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/janobe/2019-01-14.png?itok=C0ypXeEv
145,14897,"9188 views","Gym Management System Project in PHP Free Source Code","Gym Management System is Project intended to assist the exercise center with monitoring the everyday exercises which happen in the gym. The primary motivation behind this venture is to computerize an exercise center or a wellness community and all records can be put in gym facility management software. It is an easy-to-understand application. It aides the Gym public to keep up with the track of",https://www.sourcecodester.com//php/14897/gym-management-system-project-php-source-code-free.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/mayuri_k/gym-management-system-project-in-php-free-download.jpg?itok=XTy6p3I6
146,14909,"6120 views","Online Traffic Offense Management System in PHP Free Source Code","Introduction I have created a PHP Project entitled Online Traffic Offense Management System. The project is a web-based application that manages the driver's traffic violations or offenses records. The system can help the land transport management/department to have an online platform for managing the said record. This can help also for fast and easy retrieval of information and records of each",https://www.sourcecodester.com//php/14909/online-traffic-offense-management-system-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/offense_ticket.png?itok=FABzlbYX
147,13011,"5438 views","Simple Phone book/directory Web App using PHP Free Source Code","This is a PHP Mini-Project called Phone book/directory Web App. This is a simple web application for saving someone's contact number. This can be useful for a small company to serve as the employees/staffs contact directory or else. The main purpose of creating this app is to share this with you most especially for beginners and new to PHP language to have a simple PHP project to learn with. This",https://www.sourcecodester.com//php/13011/phone-bookphone-directory.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/bakhtiar/dashboard.png?itok=Zt7iJr58
148,14908,"5963 views","Simple Charity Website Management System (CMS) in PHP Free Source Code","Introduction This is a PHP Project that I created entitle Simple Charity Website Management System. This project is a sort of CMS (Content Management System) for a charity or foundation. The source code will help you understand how does a CMS website works and build using PHP Language. The source code itself is nice to start with for those who are planning to develop a website like this. It is",https://www.sourcecodester.com//php/14908/simple-charity-website-management-system-cms-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/blog_posts.png?itok=DphoRgJ5
149,14400,"8902 views","Laundry Booking Management System in PHP with Free Source Code","This is a PHP Project entitled Laundry Booking Management System. In this simple project, the main purpose of this project is to make a faster and reliable web application. At the initial stage of my study of PHP Programming Language. It is useful for Laundry Management systems. This project manages the day-to-day transaction of a laundry shop or business. The Laundry Booking Management System was",https://www.sourcecodester.com//php/14400/laundry-booking-management-system-php-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/2020-08/images/londry_sourcecode.jpg?itok=JQjZ_tAR
150,14906,"5804 views","Simple Water Refilling Station Management System in PHP Free Source Code","Introduction This is a simple PHP Project entitled Water Refilling Station Management System. This simple project is a web-based application that manages the day-to-day sales transaction of a small water refilling station business. The system is easy to use and has user-friendly functionalities. I created this simple project to help other programmers especially those new in PHP or those students",https://www.sourcecodester.com//php/14906/simple-water-refilling-station-management-system-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/dashboard_5.png?itok=TabkdfR-
151,14905,"20019 views","Simple Company Website with an Admin Panel in PHP Free Source Code","Introduction This is a Simple Company Website with an Admin Panel project in PHP Language. This web-based application generates a single-page company/business website. The website information is dynamics which means it has a feature where the company/business management/staff can modify the content, details, and other information in the system using without making any changes in the source code",https://www.sourcecodester.com//php/14905/simple-company-website-admin-panel-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/banner_3.png?itok=rdHhUE2T
152,14904,"2780 views","REVENUE COLLECTION SYSTEM in PHP Free Source Code","This is a PHP Project entitled Rates System. This web-based application is a Land Properties billing and Payment software. The system manages the clients' properties using, billings/charges, and other related information. The system has 2 sides of users which are the admin side and client-side. The client-side of the system has a secure login and it contains the clients' details of his/her",https://www.sourcecodester.com//php/14904/rates-system.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/Kapiya/screenshot-localhost-2021.08.10-12_58_38.png?itok=9KYJNazT
153,14903,"4790 views","Simple Image Gallery Web App using PHP Free Source Code","Introduction This is a Simple PHP Project entitled Simple Image Gallery Web App. This application is a web-based application that can be managed by multiple users. The user can store their images in this web application. He/She can also organize his/her uploaded images by album. The application has many features to manage the images. About the Simple Image Gallery Web App This web application was",https://www.sourcecodester.com//php/14903/simple-image-gallery-web-app-using-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/banner_1.png?itok=Bw3jtNE2
154,14126,"11029 views","Simple Library Management System in PHP Free Source Code","The project is entitled Simple Library Management System developed in PHP Language. This is a Library management software for monitoring and controlling the transactions in a library. Since the project “Simple Library Management System” is developed in PHP, it is mainly focuses on basic operations in a library like adding new members, new books, and updating new information, searching books and",https://www.sourcecodester.com//php/14126/simple-library-management-system.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/2020-04/images/dashboard.jpg?itok=LUJZUClj
155,14317,"10161 views","Online Notice Board System in PHP Free Source Code","Online Notice Board System with Source Code is a simple PHP project that can manage and display notices for students in colleges. The program was developed using PHP, MySQLi, and Javascript. The system is very easy to use, the user must first create a new account before accessing the system. The user can view the notice information from their respective adviser or teacher. The admin is the one and",https://www.sourcecodester.com//php/14317/online-notice-board-system.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/2020-07/images/online-notice-board-system.png?itok=AjKkIkqn
156,14378,"10394 views","Tailor Management System in PHP/MySQL Free Source Code","This is a Tailor Management System software in PHP/MySQLThis tailor software can Manage to book, worker wages, suppliers, and customers, and measure styles and payment history using a web application. The source code is very useful for a tailoring business. This helps to record their day-to-day transactions, expenses, and income. This project was created in PHP, MySQL Database, Javascript (jQuery",https://www.sourcecodester.com//php/14378/tailor-management-system-php-mysql.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/2020-08/images/sourcecodester_0.png?itok=BsVxxIXq
157,14413,"4425 views","Simple News Publishing System in PHP Free Source Code","Introduction This is a Simple PHP Project entitled Simple News Publishing System. This simple web-based application project can publish news content digitally. The system is very straightforward, the user must provide login information in order to access the system content. The user can add category news, category update, publish news content, and edit the content of news. The system can publish",https://www.sourcecodester.com//php/14413/simple-news-publishing-system.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/2020-08/images/simple-news-publishing-system.png?itok=RXNNfMQe
158,14902,"2685 views","Simple Assembly Hall Scheduling System in PHP Free Source Code","Introduction This is a Simple PHP Project entitle Simple Assembly Hall Scheduling System. This application is a web-based software that manages the schedules of a certain assembly hall such as a conference room or function hall. The system can be useful for some companies, building owners, function hall/event hall businesses, or etc. to manage the schedules of each room or assemble halls on their",https://www.sourcecodester.com//php/14902/simple-assembly-hall-scheduling-system-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/sched.png?itok=cUthvoUq
159,14896,"3194 views","Online Catering Reservation System using PHP Free Source Code","Introduction This is a PHP Project entitled Online Catering Reservation System. The system is a web-based application that helps certain Catering Businesses to provide their clients or possible clients an online platform to explore their services and also reserve /schedule them for their event along with the menus they wanted. The system is easy to use and has a pleasant user interface. This",https://www.sourcecodester.com//php/14896/online-catering-reservation-system-using-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/catering-invoice.png?itok=l3qExXX8
160,12440,"2133 views","PSITS Automated Voting System in PHP Free Source Code","A free source code for PSITS Automated Voting System developed in PHP programming language. The purpose of the system is to automate the process of voting and maintain the quality of data processing.",https://www.sourcecodester.com//php/12440/psits-automated-voting-system.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/razormist/2018-07-14_10_24_15-automated_voting_system_psits.png?itok=sYbF6Vfj
161,14894,"9318 views","Police Crime Record Management System in PHP Free Source Code","This Police Crime Record Management Project was developed using PHP Language. It was developed to help police record crime types they receive at their stations on daily basis. The project is a web-based application and has CRUD (Create, Read, Update, and Delete) Operation functionalities. The system can be accessed by 3 types of system users which are the Admin, CID, and NCO. Police Crime Record",https://www.sourcecodester.com//php/14894/police-crime-record-management-system.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/Osman%20Yahaya/admin-dash_0.png?itok=aVRnzoup
162,14893,"7892 views","Budget and Expense Tracker System in PHP Free Source Code","Introduction This is a PHP Project entitled Budget and Expense Tracker System. This system is a web-based application that manages your personal/small business budget and expenses. With this, you can easily track the entries budget and expenses by category. The project is simple, has a pleasant user interface, and is easy to use. About the Budget and Expense Tracker System This Budget and Expense",https://www.sourcecodester.com//php/14893/budget-and-expense-tracker-system-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/dashboard_1.png?itok=5nPmUeTb
163,14887,"2324 views","Merchandise Online Store in PHP Free Source Code","This Merchandise Online Store System Project was developed using PHP Language. Nowadays, I have noticed that many YouTubers/vloggers are having a merches such as clothes or some items to sell and I came up with this idea to create a simple Merch Online Store. This is a sort of ordering system that helps manages the ordering and sales transactions for the small business. The project is easy to",https://www.sourcecodester.com//php/14887/merchandise-online-store-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/public.png?itok=f8dnlgpf
164,6822,"3091 views","Complete Automated Voting System Using PHP Free Source Code","This is a complete Automated Voting System using PHP. This system can be used both online and offline basis the system is pack with many features. The main purpose of this project is to provide the school an automated or online platform to conduct their election or voting system. This will help to easily calculate the candidates' votes and easy to retrieve the list of winners in each position",https://www.sourcecodester.com//php/6822/automated-voting-system-using-php-pdo-query.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/geraldine_a/onlinevoting.png?itok=qXyAURz4
165,14884,"9116 views","Event Registration System with QR Code in PHP Free Source Code","Introduction This is a PHP Project is entitled Event Registration System with QR Code. This project manages the attendance/registration records of attendees or guests/listeners of an event. The system uses a QR Code (Quick Response Code) in checking the attendance of the attendee. This system is web-based software. About the Event Registration System with QR Code This project was developed using",https://www.sourcecodester.com//php/14884/event-registration-system-qr-code-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/registration_3.png?itok=4A5ITOhh
166,14883,"2352 views","Lodging Reservation Management System in PHP FREE Source Code","This is a Lodging Reservation Management System Project in PHP. The project is a sort of an online platform for clients or possible clients to explore and reserve a room in a lodging house on their desired date. The system has some other features and functionalities included that are related that are helpful for both the client and management. This project may help you to learn some techniques or",https://www.sourcecodester.com//php/14883/lodging-reservation-management-system-php-free-source-code.html,https://www.sourcecodester.com//sites/default/files/styles/thumbnail/public/images/oretnom23/reservation_form_0.png?itok=Zqpgu_CM
